UN;PPU;FECHA;HORA;TERM;A14;A15;A16;A17;A18;A14-C1-A;A15-C1-A;A15-C1-B;A15-C1-C;A15-C2-A;A15-C3-A;A16-C1-A;A16-C1-B;A16-C1-C;A16-C2-A;A16-C3-A;A17-C1-A;A17-C1-B;A17-C1-C;A17-C2-A;A17-C3-A;A18-C1-A;A18-C1-B;A18-C1-C;A18-C2-A;A18-C2-B;A18-C3-A;A18-C4-A;OBSERVACION
U8;SHXC20;2024-12-02;12:30:30;EL RETIRO;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
U8;STHD65;2024-12-02;12:31:24;EL RETIRO;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;
U8;SJPC56;2024-12-02;12:31:58;EL RETIRO;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
U8;STHF62;2024-12-02;12:32:35;EL RETIRO;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;
U8;SJPC37;2024-12-02;12:32:57;EL RETIRO;0;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;SIN PORTA USB, BUS SUCIO EN SU INTERIOR
U8;STHF13;2024-12-02;12:34:24;EL RETIRO;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
U8;SPZX34;2024-12-02;12:35:19;EL RETIRO;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
U8;SKHG79;2024-12-03;11:31:11;CONDELL;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;SIN OBSERVACIONES 
U8;STHF42;2024-12-03;11:35:20;CONDELL;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;BAJO ASIENTO SUCIO
U8;LDJV51;2024-12-03;11:35:51;CONDELL;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;BAJO ASIENTO SUCIO 
U8;LDJP73;2024-12-03;11:37:01;CONDELL;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;SIN OBSERVACIONES 
U8;STHF82;2024-12-03;11:39:07;CONDELL;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;SIN OBSERVACIONES 
U8;STHF54;2024-12-03;11:39:32;CONDELL;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;BAJO ASIENTO SUCIO Y CON GRAFITIS EN ASIENTO
U8;SJTD62;2024-12-03;11:40:22;CONDELL;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;SIN OBSERVACIONES 
U8;SHXD76;2024-12-03;12:37:40;STA. MARGARITA;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;CABINA DE PASAJEROS SUCIA Y CON BASURA
U8;SHXG32;2024-12-03;12:37:58;STA. MARGARITA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;SIN OBSERVACIONES
U8;SJPD96;2024-12-03;12:38:39;STA. MARGARITA;0;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;1;0;0;
U8;SJPC49;2024-12-03;12:38:54;STA. MARGARITA;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;PASILLO SUCIO
U8;SJPD93;2024-12-03;12:42:39;STA. MARGARITA;0;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;CARGADOR USB DAÑADO. CABINA DE PASAJEROS SUCIA Y CON BASURA
U8;SHXF26;2024-12-03;12:45:03;STA. MARGARITA;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;0;0;
U8;SHXG30;2024-12-03;12:47:46;STA. MARGARITA;0;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;USB NO FUNCIONA, PASILLO SUCIO Y BASURA EN INTERIOR
U8;SJPD94;2024-12-03;12:54:19;STA. MARGARITA;0;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;0;0;
U8;LXDJ28;2024-12-03;12:57:42;STA. MARGARITA;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;CABINA DE PASAJEROS SUCIA Y CON BASURA
U8;SHCY57;2024-12-04;11:26:54;SANTA MARTA;0;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;USB MALOS . GRAFITIS INTERIOR 
U8;SJPB20;2024-12-04;11:27:13;SANTA MARTA;0;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;USB MALOS Y FALTANTES 
U8;SHXF45;2024-12-04;11:28:23;SANTA MARTA;0;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;
U8;STHP52;2024-12-04;11:28:36;SANTA MARTA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;SIN OBSERVACIONES 
U8;STHR80;2024-12-04;11:30:27;SANTA MARTA;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;SUCIO Y GRAFITI INTERIOR
U8;STHK70;2024-12-04;11:31:03;SANTA MARTA;0;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;
U8;STHL11;2024-12-04;11:31:58;SANTA MARTA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;SIN OBSERVACIONES 
U8;STHK28;2024-12-04;11:33:36;SANTA MARTA;0;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;
U8;SJPD90;2024-12-09;12:13:36;STA. MARGARITA;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;A18-C1-B.BUS SUCIO EN SU INTERIOR.
U8;SJPD99;2024-12-09;12:14:03;STA. MARGARITA;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;PISO CON BASURA 
U8;SJPD95;2024-12-09;12:14:42;STA. MARGARITA;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;A18-C1-B.BUS SUCIO EN SU INTERIOR.
U8;SJPD91;2024-12-09;12:15:01;STA. MARGARITA;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;BAJO ASIENTO SUCIO
U8;SJPC67;2024-12-09;12:15:34;STA. MARGARITA;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;PISO SUCIO 
U8;SJPC66;2024-12-09;12:16:29;STA. MARGARITA;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;PISO SUCIO
U8;SHXF19;2024-12-11;10:56:02;SANTA MARTA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
U8;FLXP78;2024-12-11;10:57:02;SANTA MARTA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
U8;SHCX54;2024-12-11;10:57:40;SANTA MARTA;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;PORTA USB CON DAÑO
U8;STHF77;2024-12-11;10:58:41;SANTA MARTA;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;BUS CON BASURA EN EL INTERIOR 
U8;SHXF23;2024-12-11;11:00:57;SANTA MARTA;0;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;PORTA USB CON DAÑO, BUS SUCIO EN SU INTERIOR
U8;STHB36;2024-12-11;11:01:43;SANTA MARTA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
U8;LXDJ25;2024-12-12;13:40:50;EL RETIRO;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;
U8;SHCY32;2024-12-12;13:40:55;EL RETIRO;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;BUS SUCIO EN SU INTERIOR
U8;SHCY11;2024-12-12;13:41:44;EL RETIRO;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;
U8;SKHF84;2024-12-12;13:42:34;EL RETIRO;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
U8;SJPC38;2024-12-12;13:45:13;EL RETIRO;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;BUS SUCIO EN SU INTERIOR
U8;LXDJ11;2024-12-12;13:51:09;EL RETIRO;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
U8;LDJX67;2024-12-13;12:37:04;CONDELL;1;1;0;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;0;1;1;1;1;1;CABINA DE PASAJEROS SUCIA Y CON BASURA. RUTERO LATERAL NO PRESENTE
U8;LFGJ89;2024-12-13;12:39:15;CONDELL;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;1;0;0;CABINA DE PASAJEROS Y CONDUCTOR SUCIA CON BASURA . MECANISMO ARTICULADO SUCIO. CABINA DE PASAJEROS CON GRAFITI
U8;LDTG66;2024-12-13;12:42:33;CONDELL;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;CABINA DE PASAJEROS SUCIA Y CON BASURA
U8;SHCY45;2024-12-13;12:45:22;CONDELL;0;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;CABINA DE PASAJEROS SUCIA. PUERTO USB NO CARGA
U8;LDJV45;2024-12-13;12:47:22;CONDELL;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;CABINA DE PASAJEROS SUCIA²
U8;LXDJ18;2024-12-16;9:58:55;STA. MARGARITA;0;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;
U8;LXDH87;2024-12-16;10:01:06;STA. MARGARITA;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;BASURA Y SUCIO EN INTERIOR 
U8;LXDH98;2024-12-16;10:02:15;STA. MARGARITA;0;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;0;USB MALOS Y FALTANTES 
U8;LXDH88;2024-12-16;10:04:14;STA. MARGARITA;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;PISO MANCHADO EN INTERIOR 
U8;LXDJ30;2024-12-16;10:05:09;STA. MARGARITA;0;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;
U8;SJTD66;2024-12-16;11:19:36;EL RETIRO;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
U8;SJPC48;2024-12-16;11:20:25;EL RETIRO;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;SIN OBSERVACIONES 
U8;LXDJ12;2024-12-16;11:24:27;EL RETIRO;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;RUTERO TRASERO NO OPERATIVO 
U8;LXDH85;2024-12-16;11:27:52;EL RETIRO;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;SIN OBSERVACIONES 
U8;SKHG89;2024-12-16;11:29:11;CONDELL;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
U8;SJTD57;2024-12-16;11:30:24;EL RETIRO;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;SIN OBSERVACIONES 
U8;LFGW22;2024-12-16;11:30:34;CONDELL;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;BUS SUCIO EN SU INTERIOR
U8;SHXD78;2024-12-16;11:30:58;EL RETIRO;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
U8;LFGJ90;2024-12-16;11:31:09;CONDELL;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;BUS SUCIO EN SU INTERIOR
U8;LFGJ91;2024-12-16;11:32:25;CONDELL;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
U8;LDJV46;2024-12-16;11:33:52;CONDELL;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;BUS SUCIO EN SU INTERIOR
U8;LDJV44;2024-12-16;11:35:01;CONDELL;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;
U8;STHJ68;2024-12-20;12:49:29;STA. MARGARITA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
U8;STHC45;2024-12-20;12:51:57;STA. MARGARITA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
U8;STGZ62;2024-12-20;12:54:30;STA. MARGARITA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
U8;STGZ85;2024-12-20;12:59:37;STA. MARGARITA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
U8;STHL95;2024-12-20;13:03:32;STA. MARGARITA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
U8;STHB12;2024-12-23;10:37:32;SANTA MARTA;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;
U8;STHF31;2024-12-23;10:41:31;SANTA MARTA;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;
U8;STHJ98;2024-12-23;10:44:51;SANTA MARTA;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;
U8;STHK53;2024-12-23;10:49:59;STA. MARGARITA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
U8;STHK36;2024-12-23;10:55:54;SANTA MARTA;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;0;
U8;STHK10;2024-12-30;12:53:26;SANTA MARTA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;SIN OBSERVACIONES 
U8;STHP12;2024-12-30;12:56:36;SANTA MARTA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;SIN OBSERVACION. 
U8;SHXF25;2024-12-31;9:25:41;CONDELL;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;0;
U8;LDSX95;2024-12-31;9:25:56;CONDELL;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;SIN OBSERVACIONES 
U8;LDTG67;2024-12-31;9:28:42;CONDELL;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;0;
U8;LFGW21;2024-12-31;9:29:10;CONDELL;1;0;0;0;0;1;0;1;1;1;1;0;1;1;1;1;0;1;1;1;1;0;0;1;1;1;1;1;LETRERO FRONTAL,LATERAL,TRASERO NO CUMPLE CON LO ESTIPULADO EN EL MANUAL. BUS SUCIO Y BASURA INTERIOR
U8;LDTG63;2024-12-31;9:33:09;CONDELL;0;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;0;
U9;LBTS85;2024-12-02;12:33:23;JUANITA;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;BASURA EN PASILLO
U9;LCPG42;2024-12-02;12:34:19;JUANITA;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;BUS CON GRAFITI
U9;LBTS87;2024-12-02;12:34:43;JUANITA;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;CABINA DE PASAJEROS SUCIA
U9;SRVG94;2024-12-02;12:36:50;JUANITA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
U9;LCPG37;2024-12-02;12:38:21;JUANITA;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;0;0;
U9;SRVK11;2024-12-02;12:38:24;JUANITA;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;PASILLO SUCIO
U9;LCTG25;2024-12-02;12:39:13;JUANITA;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;CABINA DE PASAJEROS SUCIA
U9;STHC57;2024-12-02;12:39:17;JUANITA;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;0;
U9;SPZX78;2024-12-03;13:20:52;PIE ANDINO;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
U9;SHXG86;2024-12-03;13:21:36;PIE ANDINO;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;BUS SUCIO EN SU INTERIOR 
U9;SHXF39;2024-12-03;13:22:03;PIE ANDINO;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
U9;SHXF40;2024-12-03;13:22:24;PIE ANDINO;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
