Total;Oct;Nov.;INTERNO;INTERNO;TERMINAL;21-oct;22-oct;23-oct;24-oct;25-oct;26-oct;27-oct;28-oct;29-oct;30-oct;31-oct;01-nov;02-nov;03-nov;04-nov;05-nov;06-nov;07-nov;08-nov;09-nov;10-nov;11-nov;12-nov;13-nov;14-nov;15-nov;16-nov;17-nov;18-nov;19-nov;20-nov;21-nov;22-nov;23-nov;24-nov;25-nov;26-nov
3;0;3;2113;LJDL48;STA MARTA;;;;;;;;;;;;;;;BARRIDO;;FULL;;;;;;BARRIDO/MOPA;;BARRIDO;BARRIDO;BARRIDO;;BARRIDO;FULL;BARRIDO/MOPA;BARRIDO/MOPA;BARRIDO/MOPA;;FULL;;
0;0;0;3052;STGZ28;STA MARTA;;;;;;;;;;;;;;;;;BARRIDO/MOPA;;;;;BARRIDO;;;;;;;;;;;BARRIDO/MOPA;;BARRIDO/MOPA;;
0;0;0;3053;STGZ62;STA MARTA;;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;;;;;;BARRIDO;;;;BARRIDO/MOPA;;;;;;BARRIDO/MOPA;;
1;1;0;3054;STGZ85;STA MARTA;;;;;;;;;;FULL;;;;;;;;;BARRIDO/MOPA;;;BARRIDO;BARRIDO;;BARRIDO;;;;BARRIDO/MOPA;;;;;;;;
0;0;0;3055;STHB12;STA MARTA;;;;;;;;;;;;;;;;;;EXTERNO/EXPRESS;BARRIDO/MOPA;BARRIDO/MOPA;;;;BARRIDO;;;BARRIDO/MOPA;;;BARRIDO/MOPA;;;;;BARRIDO/MOPA;;
1;1;0;3056;STHB21;STA MARTA;;;;FULL;;;;;;;;;;;;;;BARRIDO/MOPA;;BARRIDO/MOPA;;;BARRIDO;;;;BARRIDO/MOPA;;;;;;BARRIDO/MOPA;;BARRIDO/MOPA;BARRIDO/MOPA;
1;0;1;3057;STHB29;STA MARTA;;;;;;;;;;;;;;;;;;FULL;;;;;;;;;;;;;;;BARRIDO/MOPA;;BARRIDO/MOPA;;
1;0;1;3058;STHB36;STA MARTA;;;;;;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;BARRIDO/MOPA;BARRIDO/MOPA;;BARRIDO/MOPA;;;FULL;;;BARRIDO/MOPA;;;;
0;0;0;3060;STHB62;STA MARTA;;;;;;;;;;;;;;;;;;;;;;BARRIDO;BARRIDO/MOPA;;;;;;;;;;;;BARRIDO/MOPA;;
2;2;0;3061;STHC45;STA MARTA;;FULL;;;;;;;;FULL;;;;;;;;;BARRIDO/MOPA;;;;;;;;BARRIDO/MOPA;;BARRIDO/MOPA;;;;;BARRIDO/MOPA;BARRIDO/MOPA;;
0;0;0;3062;STHC51;STA MARTA;;;;;;;;;;;;;;;;;;;;;;;BARRIDO;;;;;;;BARRIDO/MOPA;BARRIDO/MOPA;;BARRIDO/MOPA;BARRIDO/MOPA;BARRIDO/MOPA;;
0;0;0;3063;STHC54;STA MARTA;;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;;;BARRIDO;BARRIDO;BARRIDO/MOPA;BARRIDO;;;;BARRIDO/MOPA;;;;BARRIDO/MOPA;;;;
0;0;0;3064;STHC69;STA MARTA;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;;;;BARRIDO;;BARRIDO/MOPA;;;BARRIDO/MOPA;;;;;;BARRIDO/MOPA;;BARRIDO/MOPA;;
2;1;1;3073;STHF31;STA MARTA;;;;;;;;;;FULL;;;;;;;;;FULL;;;;;;;;;;BARRIDO/MOPA;;;;;BARRIDO/MOPA;BARRIDO/MOPA;;
0;0;0;3078;STHF54;STA MARTA;;;;;;;;;;;;;;;;;;;;;;BARRIDO;BARRIDO;BARRIDO/MOPA;;;;;;;;;;;;;
1;1;0;3080;STHF70;STA MARTA;;;;;;;;;;FULL;;;;;;;;EXTERNO/EXPRESS;BARRIDO/MOPA;BARRIDO/MOPA;;BARRIDO;BARRIDO;;;;;;BARRIDO/MOPA;;;;;;BARRIDO/MOPA;;
0;0;0;3082;STHF77;STA MARTA;;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;;;;;BARRIDO/MOPA;BARRIDO;BARRIDO/MOPA;;;BARRIDO/MOPA;;BARRIDO/MOPA;;;;;BARRIDO/MOPA;
1;0;1;3083;STHF78;STA MARTA;;;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;;;;BARRIDO/MOPA;;;BARRIDO/MOPA;;;FULL;;;BARRIDO/MOPA;;;;
0;0;0;3084;STHF82;STA MARTA;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;;;;;;;;;;;;BARRIDO/MOPA;BARRIDO/MOPA;;;;BARRIDO/MOPA;;
2;1;1;3085;STHF84;STA MARTA;;;FULL;;;;;;;;;;;;;;;BARRIDO/MOPA;FULL;;;;;;;;;;;BARRIDO/MOPA;;;;;BARRIDO/MOPA;BARRIDO/MOPA;
0;0;0;3086;STHF88;STA MARTA;;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;;;;;BARRIDO/MOPA;;;;;;;;;;;;;
0;0;0;3087;STHJ61;STA MARTA;;;;;;;;;;;;;;;;;;EXTERNO/EXPRESS;BARRIDO/MOPA;BARRIDO/MOPA;BARRIDO/MOPA;;;;;;BARRIDO/MOPA;;BARRIDO/MOPA;;;;;;BARRIDO/MOPA;;
0;0;0;3088;STHJ68;STA MARTA;;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;;;;;BARRIDO/MOPA;;;BARRIDO/MOPA;;BARRIDO/MOPA;;;;;;;;
0;0;0;3089;STHJ72;STA MARTA;;;;;;;;;;;;;;;;;;;;;;BARRIDO;;;;;;;;BARRIDO/MOPA;;BARRIDO/MOPA;BARRIDO/MOPA;;;;
0;0;0;3090;STHJ74;STA MARTA;;;;;;;;;;;;;;;;;;;;;;;BARRIDO;;;;;;;BARRIDO/MOPA;;;;BARRIDO/MOPA;;;
0;0;0;3091;STHJ81;STA MARTA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;3092;STHJ86;STA MARTA;;;;;;;;;;;;;;;;;;EXTERNO/EXPRESS;BARRIDO/MOPA;BARRIDO/MOPA;;BARRIDO;;BARRIDO;;;;;;;;;;;BARRIDO/MOPA;BARRIDO/MOPA;
1;0;1;3093;STHJ89;STA MARTA;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;BARRIDO/MOPA;;;BARRIDO;;;;;;;FULL;;;;BARRIDO/MOPA;;BARRIDO/MOPA;;
2;1;1;3094;STHJ98;STA MARTA;;;;;FULL;;;;;;;;;;;;;;;;;;;;;FULL;;;BARRIDO/MOPA;;;;BARRIDO/MOPA;;BARRIDO/MOPA;;
0;0;0;3095;STHJ99;STA MARTA;;;;;;;;;;;;;;;;;;;BARRIDO;;BARRIDO/MOPA;;;;;;;;BARRIDO/MOPA;;;;BARRIDO/MOPA;;;;
0;0;0;3096;STHK10;STA MARTA;;;;;;;;;;;;;;;;;;EXTERNO/EXPRESS;;;;BARRIDO;BARRIDO;;;BARRIDO/MOPA;BARRIDO/MOPA;;BARRIDO/MOPA;;;;BARRIDO/MOPA;;BARRIDO/MOPA;;
0;0;0;3097;STHK12;STA MARTA;;;;;;;;;;;;;;;;;;;;;;BARRIDO;;BARRIDO;BARRIDO;;;;;;;;BARRIDO/MOPA;BARRIDO/MOPA;;;
2;0;2;3098;STHK13;STA MARTA;;;;;;;;;;;;FULL;;;;;;EXTERNO/EXPRESS;;;;;;;;;;;FULL;;;;BARRIDO/MOPA;;BARRIDO/MOPA;;
1;0;1;3099;STHK20;STA MARTA;;;;;;;;;;;;FULL;;;;;;EXTERNO/EXPRESS;;;BARRIDO/MOPA;;;;;;;;;BARRIDO/MOPA;;;BARRIDO/MOPA;;BARRIDO/MOPA;;
1;0;1;3100;STHK27;STA MARTA;;;;;;;;;;;;FULL;;;;;;;;;BARRIDO/MOPA;BARRIDO;;;BARRIDO;;;;;;;;BARRIDO/MOPA;;;;
1;0;1;3101;STHK28;STA MARTA;;;;;;;;;;;;FULL;;;;;;;BARRIDO/MOPA;BARRIDO/MOPA;BARRIDO/MOPA;;;BARRIDO;;;;;BARRIDO/MOPA;;;;BARRIDO/MOPA;;;;
1;0;1;3102;STHK36;STA MARTA;;;;;;;;;;;;;;;;;;FULL;;;;;;;;;;;BARRIDO/MOPA;;;;;;BARRIDO/MOPA;;
0;0;0;3103;STHK38;STA MARTA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;3104;STHK39;STA MARTA;;;;;;;;;;;;;;;;;;EXTERNO/EXPRESS;BARRIDO/MOPA;;BARRIDO/MOPA;BARRIDO;BARRIDO/MOPA;;;;;BARRIDO/MOPA;;;;;;;BARRIDO/MOPA;;
0;0;0;3105;STHK53;STA MARTA;;;;;;;;;;;;;;;;;;EXTERNO/EXPRESS;;;;;;;;;;;;;;;BARRIDO/MOPA;;BARRIDO/MOPA;;
2;0;2;3106;STHK62;STA MARTA;;;;;;;;;;;;FULL;;;;;;;BARRIDO/MOPA;;;;;BARRIDO/MOPA;;;BARRIDO/MOPA;;FULL;BARRIDO/MOPA;;;;;BARRIDO/MOPA;BARRIDO/MOPA;
1;0;1;3107;STHK69;STA MARTA;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;BARRIDO/MOPA;;;;;BARRIDO/MOPA;;;;;FULL;;;;;;BARRIDO/MOPA;BARRIDO/MOPA;
2;1;1;3108;STHK70;STA MARTA;;FULL;;;;;;;;;;;;;;;;;BARRIDO/MOPA;;;;;;;;;;FULL;;;;;;BARRIDO/MOPA;;
0;0;0;3109;STHL11;STA MARTA;;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;BARRIDO/MOPA;;BARRIDO;;BARRIDO;BARRIDO;;;;BARRIDO/MOPA;;;;;;BARRIDO/MOPA;;
2;0;2;3110;STHL27;STA MARTA;;;;;;;;;;;;FULL;;;;;;;barrido;;;FULL;BARRIDO;BARRIDO;BARRIDO;;;;BARRIDO/MOPA;;;;BARRIDO/MOPA;;;;
1;0;1;3111;STHL29;STA MARTA;;;;;;;;;;;;FULL;;;;;;;;;;BARRIDO;;;;;;;;;;;BARRIDO/MOPA;;BARRIDO/MOPA;;
2;1;1;3112;STHL35;STA MARTA;;;;;FULL;;;;;;;FULL;;;;;BARRIDO/MOPA;EXTERNO/EXPRESS;BARRIDO/MOPA;;BARRIDO/MOPA;BARRIDO;;;BARRIDO/MOPA;;;;;BARRIDO/MOPA;;;;;BARRIDO/MOPA;;
1;1;0;3113;STHL42;STA MARTA;;;;FULL;;;;;;;;;;;;;;;;;;BARRIDO;;BARRIDO;;;;;;;;;BARRIDO/MOPA;;BARRIDO/MOPA;;
0;0;0;3114;STHL46;STA MARTA;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;;;BARRIDO/MOPA;;;;;;;;BARRIDO/MOPA;;;;;;BARRIDO/MOPA;BARRIDO/MOPA;
0;0;0;3115;STHL51;STA MARTA;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;;;;;;;;;;;;;;;BARRIDO/MOPA;;BARRIDO/MOPA;;
0;0;0;3116;STHL95;STA MARTA;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;BARRIDO/MOPA;;;BARRIDO;;BARRIDO;BARRIDO;BARRIDO/MOPA;;;;;;;BARRIDO/MOPA;;;;
0;0;0;3117;STHP12;STA MARTA;;;;;;;;;;;;;;;;;;EXTERNO/EXPRESS;;BARRIDO/MOPA;;;;;;;BARRIDO/MOPA;;BARRIDO/MOPA;BARRIDO/MOPA;;;BARRIDO/MOPA;;BARRIDO/MOPA;;
1;0;1;3118;STHP52;STA MARTA;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;FULL;BARRIDO/MOPA;;;;;;;;;;;;;;;BARRIDO/MOPA;;
0;0;0;3119;STHP97;STA MARTA;;;;;;;;;;;;;;;;;;EXTERNO/EXPRESS;BARRIDO/MOPA;;BARRIDO/MOPA;;BARRIDO;;;;BARRIDO/MOPA;;;;;;BARRIDO/MOPA;;BARRIDO/MOPA;;
0;0;0;3120;STHR18;STA MARTA;;;;;;;;;;;;;;;;;;;;;;BARRIDO;;;;;;;;;;;BARRIDO/MOPA;;;;
1;0;1;3121;STHR23;STA MARTA;;;;;;;;;;;;;;;;;;;FULL;;;;;;BARRIDO;;BARRIDO/MOPA;;;;;BARRIDO/MOPA;BARRIDO/MOPA;;BARRIDO/MOPA;;
0;0;0;3122;STHR36;STA MARTA;;;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;BARRIDO/MOPA;BARRIDO;;BARRIDO/MOPA;;;;;;;;;;BARRIDO/MOPA;BARRIDO/MOPA;;
1;1;0;3123;STHR46;STA MARTA;;;;FULL;;;;;;;;;;;;;;;;;BARRIDO/MOPA;BARRIDO;;;BARRIDO;;BARRIDO/MOPA;;BARRIDO/MOPA;;;;;;BARRIDO/MOPA;;
1;1;0;3124;STHR60;STA MARTA;;;;;;;;FULL;;;;;;;;;;EXTERNO/EXPRESS;BARRIDO/MOPA;;;BARRIDO;BARRIDO;BARRIDO;;;;;;;;;;;BARRIDO/MOPA;;
0;0;0;3125;STHR72;STA MARTA;;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;;BARRIDO/MOPA;BARRIDO;;BARRIDO/MOPA;;;;;;;;;;BARRIDO/MOPA;BARRIDO/MOPA;;
0;0;0;3126;STHR80;STA MARTA;;;;;;;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;;;;;BARRIDO/MOPA;;;BARRIDO/MOPA;;;BARRIDO/MOPA;;
;;;2053;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
