Total;Oct;Nov.;INTERNO;INTERNO;TERMINAL;21-oct;22-oct;23-oct;24-oct;25-oct;26-oct;27-oct;28-oct;29-oct;30-oct;31-oct;01-nov;02-nov;03-nov;04-nov;05-nov;06-nov;07-nov;08-nov;09-nov;10-nov;11-nov;12-nov;13-nov;14-nov;15-nov;16-nov;17-nov;18-nov;19-nov;20-nov;21-nov;22-nov;23-nov;24-nov;25-nov;26-nov
1;0;1;7082;SPZY55;PIE ANDINO;;;;;;;;;;;;;;BARRIDO/MOPA;EXTERNO/EXPRESS;EXTERNO/EXPRESS;FULL;EXTERNO/EXPRESS;;;BARRIDO/MOPA;BARRIDO/MOPA;BARRIDO/MOPA;BARRIDO/MOPA;;EXTERNO/EXPRESS;;;BARRIDO/MOPA;BARRIDO/MOPA;BARRIDO/MOPA;EXTERNO/EXPRESS;;;;EXTERNO/EXPRESS;
1;1;0;7083;SPZY56;PIE ANDINO;;;;;;;;;FULL;;;;;;BARRIDO/MOPA;;EXTERNO/EXPRESS;;;;;BARRIDO/MOPA;BARRIDO/MOPA;BARRIDO/MOPA;BARRIDO/MOPA;EXTERNO/EXPRESS;;;;;EXTERNO/EXPRESS;BARRIDO/MOPA;;;BARRIDO/MOPA;EXTERNO/EXPRESS;
0;0;0;7084;SPZY57;PIE ANDINO;;;;;;;;;;;;;;;;EXTERNO/EXPRESS;BARRIDO/MOPA;;EXTERNO/EXPRESS;;BARRIDO/MOPA;BARRIDO/MOPA;BARRIDO/MOPA;EXTERNO/EXPRESS;;;;;;EXTERNO/EXPRESS;BARRIDO/MOPA;BARRIDO/MOPA;;;;EXTERNO/EXPRESS;
1;1;0;7085;SPZY58;PIE ANDINO;;;;;;;;;;FULL;;BARRIDO/MOPA;;;;;;;;;;;;BARRIDO/MOPA;EXTERNO/EXPRESS;EXTERNO/EXPRESS;;;BARRIDO/MOPA;;EXTERNO/EXPRESS;BARRIDO/MOPA;;;;BARRIDO/MOPA;
2;1;1;7086;SPZY59;PIE ANDINO;;;;;;;;;FULL;;;;;;FULL;;EXTERNO/EXPRESS;EXTERNO/EXPRESS;EXTERNO/EXPRESS;;;;BARRIDO/MOPA;EXTERNO/EXPRESS;;;;;BARRIDO/MOPA;;EXTERNO/EXPRESS;;;;;BARRIDO/MOPA;
1;1;0;7087;SPZY60;PIE ANDINO;;;;;;;;;;;FULL;;;;EXTERNO/EXPRESS;BARRIDO/MOPA;;BARRIDO/MOPA;;;BARRIDO/MOPA;;;EXTERNO/EXPRESS;BARRIDO/MOPA;BARRIDO/MOPA;;BARRIDO/MOPA;;;EXTERNO/EXPRESS;BARRIDO/MOPA;;;;;
0;0;0;7088;SPZY61;PIE ANDINO;;;;;;;;;;;;;;;EXTERNO/EXPRESS;EXTERNO/EXPRESS;EXTERNO/EXPRESS;;EXTERNO/EXPRESS;;;BARRIDO/MOPA;BARRIDO/MOPA;;;EXTERNO/EXPRESS;;;;BARRIDO/MOPA;;BARRIDO/MOPA;;;BARRIDO/MOPA;EXTERNO/EXPRESS;
1;1;0;7089;SPZY63;PIE ANDINO;;;;;;;;;;FULL;;;;;BARRIDO/MOPA;;BARRIDO/MOPA;EXTERNO/EXPRESS;;;;;;;BARRIDO/MOPA;EXTERNO/EXPRESS;;BARRIDO/MOPA;EXTERNO/EXPRESS;BARRIDO/MOPA;;BARRIDO/MOPA;;;;;
0;0;0;7090;SPZY64;PIE ANDINO;;;;;;;;;;;;;;;BARRIDO/MOPA;;EXTERNO/EXPRESS;EXTERNO/EXPRESS;EXTERNO/EXPRESS;;BARRIDO/MOPA;BARRIDO/MOPA;BARRIDO/MOPA;BARRIDO/MOPA;;;;;EXTERNO/EXPRESS;BARRIDO/MOPA;EXTERNO/EXPRESS;BARRIDO/MOPA;BARRIDO/MOPA;;;BARRIDO/MOPA;
0;0;0;7091;SPZY65;PIE ANDINO;;;;;;;;;;;;BARRIDO/MOPA;;BARRIDO/MOPA;BARRIDO/MOPA;BARRIDO/MOPA;;BARRIDO/MOPA;;;BARRIDO/MOPA;BARRIDO/MOPA;;BARRIDO/MOPA;EXTERNO/EXPRESS;EXTERNO/EXPRESS;;BARRIDO/MOPA;;BARRIDO/MOPA;;EXTERNO/EXPRESS;;;;BARRIDO/MOPA;
0;0;0;7092;SPZY66;PIE ANDINO;;;;;;;;;;;;;;;BARRIDO/MOPA;;;;;;;BARRIDO/MOPA;;;BARRIDO/MOPA;;;;;EXTERNO/EXPRESS;;BARRIDO/MOPA;EXTERNO/EXPRESS;;;BARRIDO/MOPA;
0;0;0;7093;SPZY67;PIE ANDINO;;;;;;;;;;;;EXTERNO/EXPRESS;;BARRIDO/MOPA;BARRIDO/MOPA;;;EXTERNO/EXPRESS;;;BARRIDO/MOPA;BARRIDO/MOPA;;EXTERNO/EXPRESS;;BARRIDO/MOPA;;BARRIDO/MOPA;;BARRIDO/MOPA;EXTERNO/EXPRESS;BARRIDO/MOPA;EXTERNO/EXPRESS;BARRIDO/MOPA;;BARRIDO/MOPA;
0;0;0;7095;SPZY69;PIE ANDINO;;;;;;;;;;;;EXTERNO/EXPRESS;;BARRIDO/MOPA;BARRIDO/MOPA;EXTERNO/EXPRESS;BARRIDO/MOPA;EXTERNO/EXPRESS;;;BARRIDO/MOPA;BARRIDO/MOPA;BARRIDO/MOPA;EXTERNO/EXPRESS;EXTERNO/EXPRESS;;;;BARRIDO/MOPA;;BARRIDO/MOPA;BARRIDO/MOPA;;;BARRIDO/MOPA;EXTERNO/EXPRESS;
0;0;0;7096;SPZY70;PIE ANDINO;;;;;;;;;;;;EXTERNO/EXPRESS;;;;;;;;;;EXTERNO/EXPRESS;;EXTERNO/EXPRESS;;;;;EXTERNO/EXPRESS;;;EXTERNO/EXPRESS;EXTERNO/EXPRESS;;BARRIDO/MOPA;BARRIDO/MOPA;
0;0;0;7097;SPZY71;PIE ANDINO;;;;;;;;;;;;EXTERNO/EXPRESS;;BARRIDO/MOPA;EXTERNO/EXPRESS;;EXTERNO/EXPRESS;BARRIDO/MOPA;;;;BARRIDO/MOPA;EXTERNO/EXPRESS;;EXTERNO/EXPRESS;BARRIDO/MOPA;;;;BARRIDO/MOPA;BARRIDO/MOPA;BARRIDO/MOPA;;;;;
0;0;0;7098;SPZY72;PIE ANDINO;;;;;;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;EXTERNO/EXPRESS;;EXTERNO/EXPRESS;;BARRIDO/MOPA;EXTERNO/EXPRESS;;BARRIDO/MOPA;;;;BARRIDO/MOPA;BARRIDO/MOPA;
0;0;0;7099;SPZY75;PIE ANDINO;;;;;;;;;;;;;;;BARRIDO/MOPA;EXTERNO/EXPRESS;;;;;;BARRIDO/MOPA;;EXTERNO/EXPRESS;;EXTERNO/EXPRESS;;BARRIDO/MOPA;EXTERNO/EXPRESS;BARRIDO/MOPA;BARRIDO/MOPA;BARRIDO/MOPA;;;BARRIDO/MOPA;BARRIDO/MOPA;
0;0;0;7100;SPZY78;PIE ANDINO;;;;;;;;;;;;BARRIDO/MOPA;;BARRIDO/MOPA;BARRIDO/MOPA;;EXTERNO/EXPRESS;BARRIDO/MOPA;EXTERNO/EXPRESS;;;BARRIDO/MOPA;BARRIDO/MOPA;EXTERNO/EXPRESS;EXTERNO/EXPRESS;;;BARRIDO/MOPA;EXTERNO/EXPRESS;EXTERNO/EXPRESS;BARRIDO/MOPA;BARRIDO/MOPA;;;BARRIDO/MOPA;BARRIDO/MOPA;
2;1;1;7101;SPZY79;PIE ANDINO;;FULL;;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;EXTERNO/EXPRESS;BARRIDO/MOPA;BARRIDO/MOPA;EXTERNO/EXPRESS;;;;BARRIDO/MOPA;EXTERNO/EXPRESS;;BARRIDO/MOPA;FULL;;;BARRIDO/MOPA;
0;0;0;7102;SPZY81;PIE ANDINO;;;;;;;;;;;;;;;EXTERNO/EXPRESS;;BARRIDO/MOPA;;;;BARRIDO/MOPA;BARRIDO/MOPA;;;EXTERNO/EXPRESS;;;;;BARRIDO/MOPA;BARRIDO/MOPA;EXTERNO/EXPRESS;;;BARRIDO/MOPA;BARRIDO/MOPA;
0;0;0;7103;SPZY85;PIE ANDINO;;;;;;;;;;;;;;;EXTERNO/EXPRESS;;EXTERNO/EXPRESS;;EXTERNO/EXPRESS;;;BARRIDO/MOPA;BARRIDO/MOPA;EXTERNO/EXPRESS;BARRIDO/MOPA;EXTERNO/EXPRESS;;;;;BARRIDO/MOPA;EXTERNO/EXPRESS;;;;;
1;1;0;7104;SPZY86;PIE ANDINO;;;;;;;;;;FULL;;;;BARRIDO/MOPA;EXTERNO/EXPRESS;;BARRIDO/MOPA;EXTERNO/EXPRESS;EXTERNO/EXPRESS;;BARRIDO/MOPA;EXTERNO/EXPRESS;BARRIDO/MOPA;EXTERNO/EXPRESS;EXTERNO/EXPRESS;EXTERNO/EXPRESS;;BARRIDO/MOPA;BARRIDO/MOPA;BARRIDO/MOPA;BARRIDO/MOPA;EXTERNO/EXPRESS;;;BARRIDO/MOPA;;
1;0;1;7105;SPZY87;PIE ANDINO;;;;;;;;;;;;EXTERNO/EXPRESS;;;EXTERNO/EXPRESS;;;EXTERNO/EXPRESS;;;;BARRIDO/MOPA;;FULL;;EXTERNO/EXPRESS;;BARRIDO/MOPA;EXTERNO/EXPRESS;;BARRIDO/MOPA;BARRIDO/MOPA;BARRIDO/MOPA;;;EXTERNO/EXPRESS;
0;0;0;7106;SRVH33;PIE ANDINO;;;;;;;;;;;;EXTERNO/EXPRESS;;BARRIDO/MOPA;BARRIDO/MOPA;EXTERNO/EXPRESS;BARRIDO/MOPA;;;;;BARRIDO/MOPA;BARRIDO/MOPA;EXTERNO/EXPRESS;;EXTERNO/EXPRESS;;BARRIDO/MOPA;;EXTERNO/EXPRESS;EXTERNO/EXPRESS;BARRIDO/MOPA;EXTERNO/EXPRESS;;;BARRIDO/MOPA;
0;0;0;7107;SRVH40;PIE ANDINO;;;;;;;;;;;;EXTERNO/EXPRESS;;;BARRIDO/MOPA;EXTERNO/EXPRESS;BARRIDO/MOPA;EXTERNO/EXPRESS;;;BARRIDO/MOPA;EXTERNO/EXPRESS;BARRIDO/MOPA;EXTERNO/EXPRESS;BARRIDO/MOPA;EXTERNO/EXPRESS;;BARRIDO/MOPA;EXTERNO/EXPRESS;;BARRIDO/MOPA;BARRIDO/MOPA;EXTERNO/EXPRESS;;BARRIDO/MOPA;;
0;0;0;7109;SRVJ17;PIE ANDINO;;;;;;;;;;;;;;;BARRIDO/MOPA;;EXTERNO/EXPRESS;;BARRIDO/MOPA;;BARRIDO/MOPA;EXTERNO/EXPRESS;;EXTERNO/EXPRESS;EXTERNO/EXPRESS;;;;;EXTERNO/EXPRESS;;BARRIDO/MOPA;;;BARRIDO/MOPA;;
0;0;0;7110;SRVJ25;PIE ANDINO;;;;;;;;;;;;;;;EXTERNO/EXPRESS;BARRIDO/MOPA;BARRIDO/MOPA;BARRIDO/MOPA;;;;BARRIDO/MOPA;BARRIDO/MOPA;BARRIDO/MOPA;EXTERNO/EXPRESS;;;;BARRIDO/MOPA;BARRIDO/MOPA;BARRIDO/MOPA;EXTERNO/EXPRESS;BARRIDO/MOPA;;BARRIDO/MOPA;EXTERNO/EXPRESS;
1;0;1;7111;SRVJ48;PIE ANDINO;;;;;;;;;;;;EXTERNO/EXPRESS;;;;BARRIDO/MOPA;BARRIDO/MOPA;EXTERNO/EXPRESS;;;;BARRIDO/MOPA;BARRIDO/MOPA;EXTERNO/EXPRESS;EXTERNO/EXPRESS;EXTERNO/EXPRESS;;;BARRIDO/MOPA;BARRIDO/MOPA;BARRIDO/MOPA;BARRIDO/MOPA;;;BARRIDO/MOPA;FULL;
0;0;0;7112;SRVJ72;PIE ANDINO;;;;;;;;;;;;BARRIDO/MOPA;;BARRIDO/MOPA;;BARRIDO/MOPA;EXTERNO/EXPRESS;BARRIDO/MOPA;EXTERNO/EXPRESS;;BARRIDO/MOPA;BARRIDO/MOPA;BARRIDO/MOPA;BARRIDO/MOPA;EXTERNO/EXPRESS;;;BARRIDO/MOPA;;EXTERNO/EXPRESS;BARRIDO/MOPA;BARRIDO/MOPA;EXTERNO/EXPRESS;;BARRIDO/MOPA;EXTERNO/EXPRESS;
0;0;0;7113;SRVK25;PIE ANDINO;;;;;;;;;;;;;;;EXTERNO/EXPRESS;EXTERNO/EXPRESS;;;;;;BARRIDO/MOPA;BARRIDO/MOPA;EXTERNO/EXPRESS;;;;;EXTERNO/EXPRESS;BARRIDO/MOPA;BARRIDO/MOPA;BARRIDO/MOPA;;;BARRIDO/MOPA;;
0;0;0;7114;SRVK73;PIE ANDINO;;;;;;;;;;;;;;BARRIDO/MOPA;EXTERNO/EXPRESS;;BARRIDO/MOPA;;;;;;BARRIDO/MOPA;EXTERNO/EXPRESS;BARRIDO/MOPA;;;BARRIDO/MOPA;EXTERNO/EXPRESS;;;BARRIDO/MOPA;;;BARRIDO/MOPA;EXTERNO/EXPRESS;
1;0;1;7115;SRVK82;PIE ANDINO;;;;;;;;;;;;BARRIDO/MOPA;;BARRIDO/MOPA;EXTERNO/EXPRESS;BARRIDO/MOPA;;;BARRIDO/MOPA;;BARRIDO/MOPA;BARRIDO/MOPA;EXTERNO/EXPRESS;EXTERNO/EXPRESS;EXTERNO/EXPRESS;BARRIDO/MOPA;;BARRIDO/MOPA;BARRIDO/MOPA;BARRIDO/MOPA;FULL;BARRIDO/MOPA;BARRIDO/MOPA;;BARRIDO/MOPA;EXTERNO/EXPRESS;
0;0;0;7116;SRVL13;PIE ANDINO;;;;;;;;;;;;EXTERNO/EXPRESS;;BARRIDO/MOPA;EXTERNO/EXPRESS;;;;;;BARRIDO/MOPA;EXTERNO/EXPRESS;;BARRIDO/MOPA;EXTERNO/EXPRESS;BARRIDO/MOPA;;;;BARRIDO/MOPA;EXTERNO/EXPRESS;BARRIDO/MOPA;;;;EXTERNO/EXPRESS;
0;0;0;7117;SRVL29;PIE ANDINO;;;;;;;;;;;;BARRIDO/MOPA;;BARRIDO/MOPA;;;EXTERNO/EXPRESS;BARRIDO/MOPA;;;;BARRIDO/MOPA;EXTERNO/EXPRESS;BARRIDO/MOPA;BARRIDO/MOPA;;;BARRIDO/MOPA;BARRIDO/MOPA;BARRIDO/MOPA;BARRIDO/MOPA;BARRIDO/MOPA;;;BARRIDO/MOPA;;
1;0;1;7118;SRVL59;PIE ANDINO;;;;;;;;;;;;;;BARRIDO/MOPA;BARRIDO/MOPA;BARRIDO/MOPA;BARRIDO/MOPA;EXTERNO/EXPRESS;;;;;BARRIDO/MOPA;;EXTERNO/EXPRESS;;;;;EXTERNO/EXPRESS;BARRIDO/MOPA;FULL;;;;BARRIDO/MOPA;
1;0;1;7119;SRVL70;PIE ANDINO;;;;;;;;;;;;;;;EXTERNO/EXPRESS;EXTERNO/EXPRESS;EXTERNO/EXPRESS;EXTERNO/EXPRESS;;;BARRIDO/MOPA;;EXTERNO/EXPRESS;EXTERNO/EXPRESS;BARRIDO/MOPA;EXTERNO/EXPRESS;;BARRIDO/MOPA;EXTERNO/EXPRESS;BARRIDO/MOPA;BARRIDO/MOPA;BARRIDO/MOPA;;;FULL;BARRIDO/MOPA;
1;1;0;7120;SRVL81;PIE ANDINO;;;;;;;;;;FULL;;;;;BARRIDO/MOPA;EXTERNO/EXPRESS;EXTERNO/EXPRESS;EXTERNO/EXPRESS;;;BARRIDO/MOPA;;BARRIDO/MOPA;EXTERNO/EXPRESS;;BARRIDO/MOPA;;;EXTERNO/EXPRESS;BARRIDO/MOPA;BARRIDO/MOPA;BARRIDO/MOPA;;;BARRIDO/MOPA;EXTERNO/EXPRESS;
3;2;1;6031;LBTS79;JUANITA;;;FULL;;;;;;FULL;;;;;;;;;BARRIDO/MOPA;;;;;;;;;;;;;;;;;FULL;;
3;3;0;6032;LBTS80;JUANITA;FULL;;;FULL;;;;FULL;;;;;;;;;;;;;;;;;;;;;;;;;BARRIDO;;;;
4;1;3;6033;LBTS81;JUANITA;;;;FULL;;;;;;;;;;;FULL;;;BARRIDO/MOPA;;;BARRIDO;FULL;;;;;;;;;FULL;;;;;;
1;1;0;6034;LBTS82;JUANITA;FULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;EXTERNO/EXPRESS;;;
1;1;0;6035;LBTS83;JUANITA;;;;;FULL;;;;;;;;;;;BARRIDO/MOPA;;;;;;;;;;;;;;;BARRIDO/MOPA;;;;;;
2;0;2;6036;LBTS85;JUANITA;;;;;;;;;;;;;;;;;;;;;BARRIDO;FULL;;;;;;;;FULL;;;BARRIDO;;;;
2;1;1;6038;LBTS87;JUANITA;;FULL;;;;;;;;;;;;;;BARRIDO/MOPA;BARRIDO/MOPA;;;;BARRIDO;FULL;;;;;;;;;BARRIDO/MOPA;;;;;;
1;0;1;6040;LBTS89;JUANITA;;;;;;;;;;;;;;;;;;;;;BARRIDO;FULL;;;;;;;;;;;;EXTERNO/EXPRESS;;;
2;1;1;6041;LBTS90;JUANITA;;;;FULL;;;;;;;;;;;;;;;;;;;;;;;;;BARRIDO;;FULL;;;;;;
2;0;2;6042;LBTS91;JUANITA;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;FULL;;BARRIDO;;;;;;FULL;;;;;;BARRIDO;;;;
2;2;0;6043;LBTS92;JUANITA;;;;FULL;FULL;;;;;;;;;;;;;BARRIDO/MOPA;;;;;;;;;;;BARRIDO;;EXTERNO/EXPRESS;;;;;;
0;0;0;6045;LBTS94;JUANITA;;;;;;;;;;;;;;;;BARRIDO/MOPA;;;;;BARRIDO;;;;;;;;;;;;;;EXTERNO/EXPRESS;;
1;0;1;6046;LBTS95;JUANITA;;;;;;;;;;;;;;;;;;;FULL;;BARRIDO;;;;;;;;BARRIDO;;;;;;;;
0;0;0;6047;LBTS96;JUANITA;;;;;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;;;;;;;;;BARRIDO/MOPA;;;;;;
2;1;1;6056;LBTT15;JUANITA;;;;;;;;;;FULL;;;;;;;;;;;;;;;;;;;;;;;FULL;;;;
1;1;0;6057;LBTT16;JUANITA;;FULL;;;;;;;;;;;;;;;;;;;;;;;;;;;BARRIDO;;;;;;;;
4;3;1;6058;LBTT17;JUANITA;;FULL;;FULL;;;;;FULL;;;;;;;BARRIDO/MOPA;BARRIDO/MOPA;;;;BARRIDO;;;;;;;;;FULL;;;;;;;
0;0;0;6059;LBTT18;JUANITA;;;;;;;;;;;;;;;;BARRIDO/MOPA;;;;;BARRIDO;;;;;;;;;;BARRIDO/MOPA;;;;;;
1;1;0;6062;LBTT21;JUANITA;;;;FULL;;;;;;;;;;;;;;;;;BARRIDO;BARRIDO/MOPA;;;;;;;;;;;;EXTERNO/EXPRESS;;;
0;0;0;6064;LBTT23;JUANITA;;;;;;;;;;;;;;;;;;;;;BARRIDO;;;;;;;;;;;;;;;;
1;0;1;6065;LBTT24;JUANITA;;;;;;;;;;;;;;;;BARRIDO/MOPA;BARRIDO/MOPA;;;;;;;;;;;;;;BARRIDO/MOPA;;;;FULL;;
2;0;2;6067;LCPG31;JUANITA;;;;;;;;;;;;;;;;;BARRIDO/MOPA;BARRIDO/MOPA;FULL;;BARRIDO;;;;;;;;FULL;;BARRIDO/MOPA;;;;;;
0;0;0;6070;LCPG34;JUANITA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;;;;;;
2;1;1;6072;LCPG36;JUANITA;;;;;;;;;;FULL;;;;;;BARRIDO/MOPA;BARRIDO/MOPA;;;;;;;;;;;;BARRIDO;;;;FULL;;;;
3;0;3;6073;LCPG37;JUANITA;;;;;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;;;;;FULL;;;;FULL;;;FULL;;;
2;1;1;6074;LCPG38;JUANITA;;;;;FULL;;;;;;;;;;FULL;BARRIDO/MOPA;;;;;;;;;;;;;;;;;BARRIDO;;;;
1;1;0;6075;LCPG39;JUANITA;;;;FULL;;;;;;;;;;;;BARRIDO/MOPA;BARRIDO/MOPA;BARRIDO/MOPA;;;BARRIDO;;;;;;;;;;;;;;;;
2;2;0;6076;LCPG40;JUANITA;FULL;FULL;;;;;;;;;;;;;;;;BARRIDO/MOPA;;;BARRIDO;;;;;;;;;;BARRIDO/MOPA;;;;EXTERNO/EXPRESS;;
0;0;0;6078;LCPG42;JUANITA;;;;;;;;;;;;;;;;;BARRIDO/MOPA;;;;;;;;;;;;;;;;;;;;
0;0;0;6079;LCPG43;JUANITA;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;;;BARRIDO;;;;;;;;;;;;;EXTERNO/EXPRESS;;;
5;1;4;6080;LCPG44;JUANITA;;;;;;;;FULL;;;;;;;;;;BARRIDO/MOPA;FULL;;BARRIDO;;;;;;FULL;;;;;FULL;;;FULL;;
2;2;0;6081;LCPG45;JUANITA;;;;;FULL;;;FULL;;;;;;;;BARRIDO/MOPA;;;;;BARRIDO;;;;;;;;;;;;;;;;
0;0;0;6085;LCPG49;JUANITA;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;;;;BARRIDO;;;;;;;;;;;BARRIDO;;;;
1;1;0;6086;LCPG50;JUANITA;;;;;;;;FULL;;;;;;;;;;;;;;;;;;;;;;;;BARRIDO;;;;;
1;1;0;6087;LCPG51;JUANITA;;;;FULL;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;;;;;;;;;BARRIDO/MOPA;;;;;;
1;1;0;6088;LCPG52;JUANITA;;;;;;;;FULL;;;;;;;;BARRIDO/MOPA;;;;;BARRIDO;;;;;;;;;;;;BARRIDO;;EXTERNO/EXPRESS;;
1;1;0;7000;LCTG23;JUANITA;;;;;;;;;;;FULL;;;;;;;;;;BARRIDO;;;;;;;;;;;BARRIDO;;;;;
0;0;0;7001;LCTG24;JUANITA;;;;;;;;;;;;;;;;;;;;;BARRIDO;;;;;BARRIDO/MOPA;BARRIDO/MOPA;;;;;;;;BARRIDO/MOPA;;
1;0;1;7002;LCTG25;JUANITA;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;;;BARRIDO;;;;;BARRIDO/MOPA;BARRIDO/MOPA;;;;FULL;;;;;;
1;1;0;7003;LCTG26;JUANITA;;;;;;;;;;;FULL;;;;;;;;;;BARRIDO;;;;;BARRIDO/MOPA;BARRIDO/MOPA;;;;;;;EXTERNO/EXPRESS;;;
3;2;1;7004;LCTG27;JUANITA;;;;;FULL;;;;FULL;;;;;;;;;;;;BARRIDO;;;;;;;;FULL;;;;BARRIDO;;;;
3;2;1;7005;LCTG28;JUANITA;;;;;FULL;;;FULL;;;;;;;;;;;;;BARRIDO;;;;;;;;;;;FULL;;;;;
2;1;1;7006;LCTG29;JUANITA;FULL;;;;;;;;;;;;;;;;;;;;;BARRIDO;;;;;;;;FULL;;;;EXTERNO/EXPRESS;;;
1;0;1;7007;LCTG30;JUANITA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BARRIDO;;FULL;;
1;0;1;7008;LCTG31;JUANITA;;;;;;;;;;;;;;;;;FULL;BARRIDO/MOPA;;;BARRIDO;;;;;;;;;;BARRIDO/MOPA;;;;;;
1;0;1;7009;LCTG32;JUANITA;;;;;;;;;;;;;;;;;;;;;;BARRIDO;;;;;;;FULL;;;;;EXTERNO/EXPRESS;;;
2;1;1;7010;LCTG33;JUANITA;;;;;;;;FULL;;;;;;;;;;;;;BARRIDO;;;;;;;;FULL;;;BARRIDO;;;;;
2;1;1;7011;LCTG34;JUANITA;;;;;;;;FULL;;;;;;;;;;;;;BARRIDO;;;;;;;;FULL;;;;;;;;
0;0;0;7012;LCTG35;JUANITA;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;;;;;;;;BARRIDO/MOPA;BARRIDO/MOPA;;;;;;;;;;
0;0;0;7013;LCTG36;JUANITA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;;;;
1;0;1;7014;LCTG37;JUANITA;;;;;;;;;;;;;;;;;BARRIDO/MOPA;BARRIDO/MOPA;;;;;;;;;;;;FULL;;;;;EXTERNO/EXPRESS;;
1;1;0;7015;LCTG38;JUANITA;;;;;;;;;;;FULL;;;;;;;;;;BARRIDO;;;;;BARRIDO/MOPA;BARRIDO/MOPA;;;;;BARRIDO;;;;;
1;1;0;7016;LCTG39;JUANITA;;;;;;;;FULL;;;;;;;;BARRIDO/MOPA;;;;;;;;;;BARRIDO/MOPA;BARRIDO/MOPA;;;;;;;EXTERNO/EXPRESS;;;
0;0;0;7017;LCTG40;JUANITA;;;;;;;;;;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;;;;;;BARRIDO/MOPA;;;;
2;0;2;7018;LCTG41;JUANITA;;;;;;;;;;;;;;;;BARRIDO/MOPA;;;;;;;;;;;BARRIDO/MOPA;;;;FULL;;;;FULL;;
0;0;0;7019;LCTG42;JUANITA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BARRIDO;;;;;
2;1;1;7020;LCTG43;JUANITA;;;FULL;;;;;;;;;;;;;BARRIDO/MOPA;;;;;;;;;;;;FULL;;;;;;BARRIDO;;;
1;1;0;7021;LCTG44;JUANITA;;;;;;;;;;;FULL;;;;;;;;;;;;;;;;BARRIDO/MOPA;;BARRIDO;;;;BARRIDO;;;;
2;1;1;7022;LCTG45;JUANITA;;;;;;;;;;;FULL;;;;;;FULL;;;;BARRIDO;BARRIDO/MOPA;;;;;;;;;;BARRIDO;;;;;
1;1;0;7023;LCTG46;JUANITA;;;;;;;;FULL;;;;;;;;;;;;;;BARRIDO/MOPA;;;;;BARRIDO/MOPA;;BARRIDO;;;;;BARRIDO;;;
2;2;0;7024;LCTG47;JUANITA;;;FULL;;;;;;;;FULL;;;;;;;;;;;;;;;;BARRIDO/MOPA;;;;BARRIDO/MOPA;;;;BARRIDO;;
3;1;2;7025;SPZX43;JUANITA;;;FULL;;;;;;;;;;;;FULL;;;;;;;;;;;;FULL;;;;;;BARRIDO/MOPA;;;;
1;1;0;7028;SPZX52;JUANITA;;;FULL;;;;;;;;;;;;;BARRIDO/MOPA;;;;;;;;;;;;;BARRIDO;;;BARRIDO;;;;;
0;0;0;7040;SPZX70;JUANITA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BARRIDO;;;
2;2;0;7071;SPZY41;JUANITA;;;;;;;;FULL;;;FULL;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;7094;SPZY68;JUANITA;;;;;;;;;;;;;;;;;BARRIDO/MOPA;;;;;;;;;;;;BARRIDO;;;BARRIDO;;BARRIDO;;;
4;2;2;7108;SRVJ10;JUANITA;;;;;FULL;;;;;;FULL;;;;;;BARRIDO/MOPA;BARRIDO/MOPA;FULL;;;;;;;;;;;;FULL;;;;;;
1;1;0;7121;SRVF74;JUANITA;;;;;;;;;;;FULL;;;;;;BARRIDO/MOPA;;;;;;;;;;BARRIDO/MOPA;;;;;;;;BARRIDO;;
1;0;1;7122;SRVF76;JUANITA;;;;;;;;;;;;FULL;;;;;;;;;BARRIDO;;;;;;BARRIDO/MOPA;;BARRIDO;;;;;;;;
2;1;1;7123;SRVF79;JUANITA;;;FULL;;;;;;;;;;;;;;;BARRIDO/MOPA;;;BARRIDO;;;;;;BARRIDO/MOPA;;;;;FULL;;;;;
2;1;1;7124;SRVF81;JUANITA;;;;;FULL;;;;;;;;;;;BARRIDO/MOPA;BARRIDO/MOPA;;;;;;;;;;BARRIDO/MOPA;;;;;;;FULL;;;
0;0;0;7125;SRVF83;JUANITA;;;;;;;;;;;;;;;;BARRIDO/MOPA;BARRIDO/MOPA;;;;BARRIDO;;;;;;BARRIDO/MOPA;;;;;;EXTERNO/EXPRESS;;;;
