UN;PPU;FECHA;HORA;TERM;A14;A15;A16;A17;A18;A14-C1-A;A15-C1-A;A15-C1-B;A15-C1-C;A15-C2-A;A15-C3-A;A16-C1-A;A16-C1-B;A16-C1-C;A16-C2-A;A16-C3-A;A17-C1-A;A17-C1-B;A17-C1-C;A17-C2-A;A17-C3-A;A18-C1-A;A18-C1-B;A18-C1-C;A18-C2-A;A18-C2-B;A18-C3-A;A18-C4-A;OBSERVACION
U8;SJPD93;03-12-2024;12:42:39;STA. MARGARITA;0;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;CARGADOR USB DAÑADO. CABINA DE PASAJEROS SUCIA Y CON BASURA
U8;SHXF26;03-12-2024;12:45:03;STA. MARGARITA;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;0;0;
U8;SHXG30;03-12-2024;12:47:46;STA. MARGARITA;0;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;USB NO FUNCIONA, PASILLO SUCIO Y BASURA EN INTERIOR
U8;SJPD94;03-12-2024;12:54:19;STA. MARGARITA;0;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;0;0;
U8;LXDJ28;03-12-2024;12:57:42;STA. MARGARITA;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;CABINA DE PASAJEROS SUCIA Y CON BASURA
U8;SHCY57;04-12-2024;11:26:54;SANTA MARTA;0;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;USB MALOS . GRAFITIS INTERIOR 
U8;SJPB20;04-12-2024;11:27:13;SANTA MARTA;0;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;USB MALOS Y FALTANTES 
U8;SHXF45;04-12-2024;11:28:23;SANTA MARTA;0;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;
U8;STHP52;04-12-2024;11:28:36;SANTA MARTA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;SIN OBSERVACIONES 
U8;STHR80;04-12-2024;11:30:27;SANTA MARTA;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;SUCIO Y GRAFITI INTERIOR
U8;STHK70;04-12-2024;11:31:03;SANTA MARTA;0;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;
U8;STHL11;04-12-2024;11:31:58;SANTA MARTA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;SIN OBSERVACIONES 
U8;STHK28;04-12-2024;11:33:36;SANTA MARTA;0;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;
U8;SJPD90;09-12-2024;12:13:36;STA. MARGARITA;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;A18-C1-B.BUS SUCIO EN SU INTERIOR.
U8;SJPD99;09-12-2024;12:14:03;STA. MARGARITA;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;PISO CON BASURA 
U8;SJPD95;09-12-2024;12:14:42;STA. MARGARITA;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;A18-C1-B.BUS SUCIO EN SU INTERIOR.
U8;SJPD91;09-12-2024;12:15:01;STA. MARGARITA;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;BAJO ASIENTO SUCIO
U8;SJPC67;09-12-2024;12:15:34;STA. MARGARITA;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;PISO SUCIO 
U8;SJPC66;09-12-2024;12:16:29;STA. MARGARITA;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;PISO SUCIO
U8;SHXF19;11-12-2024;10:56:02;SANTA MARTA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
U8;FLXP78;11-12-2024;10:57:02;SANTA MARTA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
U8;SHCX54;11-12-2024;10:57:40;SANTA MARTA;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;PORTA USB CON DAÑO
U8;STHF77;11-12-2024;10:58:41;SANTA MARTA;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;BUS CON BASURA EN EL INTERIOR 
U8;SHXF23;11-12-2024;11:00:57;SANTA MARTA;0;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;PORTA USB CON DAÑO, BUS SUCIO EN SU INTERIOR
U8;STHB36;11-12-2024;11:01:43;SANTA MARTA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
U8;LXDJ25;12-12-2024;13:40:50;EL RETIRO;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;
U8;SHCY32;12-12-2024;13:40:55;EL RETIRO;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;BUS SUCIO EN SU INTERIOR
U8;SHCY11;12-12-2024;13:41:44;EL RETIRO;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;
U8;SKHF84;12-12-2024;13:42:34;EL RETIRO;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
U8;SJPC38;12-12-2024;13:45:13;EL RETIRO;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;BUS SUCIO EN SU INTERIOR
U8;LXDJ11;12-12-2024;13:51:09;EL RETIRO;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
U8;LDJX67;13-12-2024;12:37:04;CONDELL;1;1;0;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;0;1;1;1;1;1;CABINA DE PASAJEROS SUCIA Y CON BASURA. RUTERO LATERAL NO PRESENTE
U8;LFGJ89;13-12-2024;12:39:15;CONDELL;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;1;0;0;CABINA DE PASAJEROS Y CONDUCTOR SUCIA CON BASURA . MECANISMO ARTICULADO SUCIO. CABINA DE PASAJEROS CON GRAFITI
U8;LDTG66;13-12-2024;12:42:33;CONDELL;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;CABINA DE PASAJEROS SUCIA Y CON BASURA
U8;SHCY45;13-12-2024;12:45:22;CONDELL;0;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;CABINA DE PASAJEROS SUCIA. PUERTO USB NO CARGA
U8;LDJV45;13-12-2024;12:47:22;CONDELL;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;CABINA DE PASAJEROS SUCIA²
U8;LXDJ18;16-12-2024;9:58:55;STA. MARGARITA;0;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;
U8;LXDH87;16-12-2024;10:01:06;STA. MARGARITA;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;BASURA Y SUCIO EN INTERIOR 
U8;LXDH98;16-12-2024;10:02:15;STA. MARGARITA;0;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;0;USB MALOS Y FALTANTES 
U8;LXDH88;16-12-2024;10:04:14;STA. MARGARITA;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;PISO MANCHADO EN INTERIOR 
U8;LXDJ30;16-12-2024;10:05:09;STA. MARGARITA;0;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;
U8;SJTD66;16-12-2024;11:19:36;EL RETIRO;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
U8;SJPC48;16-12-2024;11:20:25;EL RETIRO;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;SIN OBSERVACIONES 
U8;LXDJ12;16-12-2024;11:24:27;EL RETIRO;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;RUTERO TRASERO NO OPERATIVO 
U8;LXDH85;16-12-2024;11:27:52;EL RETIRO;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;SIN OBSERVACIONES 
U8;SKHG89;16-12-2024;11:29:11;CONDELL;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
U8;SJTD57;16-12-2024;11:30:24;EL RETIRO;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;SIN OBSERVACIONES 
U8;LFGW22;16-12-2024;11:30:34;CONDELL;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;BUS SUCIO EN SU INTERIOR
U8;SHXD78;16-12-2024;11:30:58;EL RETIRO;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
U8;LFGJ90;16-12-2024;11:31:09;CONDELL;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;BUS SUCIO EN SU INTERIOR
U8;LFGJ91;16-12-2024;11:32:25;CONDELL;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
U8;LDJV46;16-12-2024;11:33:52;CONDELL;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;BUS SUCIO EN SU INTERIOR
U8;LDJV44;16-12-2024;11:35:01;CONDELL;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;
U8;STHJ68;20-12-2024;12:49:29;STA. MARGARITA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
U8;STHC45;20-12-2024;12:51:57;STA. MARGARITA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
U8;STGZ62;20-12-2024;12:54:30;STA. MARGARITA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
U8;STGZ85;20-12-2024;12:59:37;STA. MARGARITA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
U8;STHL95;20-12-2024;13:03:32;STA. MARGARITA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
U8;STHB12;23-12-2024;10:37:32;SANTA MARTA;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;
U8;STHF31;23-12-2024;10:41:31;SANTA MARTA;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;
U8;STHJ98;23-12-2024;10:44:51;SANTA MARTA;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;
U8;STHK53;23-12-2024;10:49:59;STA. MARGARITA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
U8;STHK36;23-12-2024;10:55:54;SANTA MARTA;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;0;
U8;STHK10;30-12-2024;12:53:26;SANTA MARTA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;SIN OBSERVACIONES 
U8;STHP12;30-12-2024;12:56:36;SANTA MARTA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;SIN OBSERVACION. 
U8;SHXF25;31-12-2024;9:25:41;CONDELL;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;0;
U8;LDSX95;31-12-2024;9:25:56;CONDELL;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;SIN OBSERVACIONES 
U8;LDTG67;31-12-2024;9:28:42;CONDELL;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;0;
U8;LFGW21;31-12-2024;9:29:10;CONDELL;1;0;0;0;0;1;0;1;1;1;1;0;1;1;1;1;0;1;1;1;1;0;0;1;1;1;1;1;LETRERO FRONTAL,LATERAL,TRASERO NO CUMPLE CON LO ESTIPULADO EN EL MANUAL. BUS SUCIO Y BASURA INTERIOR
U8;LDTG63;31-12-2024;9:33:09;CONDELL;0;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;0;
U9;LBTS85;02-12-2024;12:33:23;JUANITA;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;BASURA EN PASILLO
U9;LCPG42;02-12-2024;12:34:19;JUANITA;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;BUS CON GRAFITI
U9;LBTS87;02-12-2024;12:34:43;JUANITA;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;CABINA DE PASAJEROS SUCIA
U9;SRVG94;02-12-2024;12:36:50;JUANITA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
U9;LCPG37;02-12-2024;12:38:21;JUANITA;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;0;0;
U9;SRVK11;02-12-2024;12:38:24;JUANITA;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;PASILLO SUCIO
U9;LCTG25;02-12-2024;12:39:13;JUANITA;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;CABINA DE PASAJEROS SUCIA
U9;STHC57;02-12-2024;12:39:17;JUANITA;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;0;
U9;SPZX78;03-12-2024;13:20:52;PIE ANDINO;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
U9;SHXG86;03-12-2024;13:21:36;PIE ANDINO;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;BUS SUCIO EN SU INTERIOR 
U9;SHXF39;03-12-2024;13:22:03;PIE ANDINO;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
U9;SHXF40;03-12-2024;13:22:24;PIE ANDINO;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
U9;SPZX73;03-12-2024;13:22:27;PIE ANDINO;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
U9;SHCY60;03-12-2024;13:23:05;PIE ANDINO;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;
U9;SPZX84;03-12-2024;13:27:15;PIE ANDINO;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;
U9;SHCW72;03-12-2024;13:28:05;PIE ANDINO;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
U9;FLXR84;04-12-2024;9:50:31;A. LUCO;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;0;SUCIO BASURA Y GRAFITI INTERIOR
U9;FLXR80;04-12-2024;9:51:45;A. LUCO;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;0;BASURA SUCIO Y GRAFITI INTERIOR 
U9;SHCX31;04-12-2024;9:53:35;A. LUCO;0;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;USB MALOS. GRAFITI INTERIOR
U9;FLXR78;04-12-2024;9:55:25;A. LUCO;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;BASURA Y SUCIO EN INTERIOR 
U9;FLXR90;04-12-2024;10:07:21;A. LUCO;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;BUS SUCIO EN INTERIOR
U9;FLXR93;04-12-2024;10:10:12;A. LUCO;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;BUS SUCIO Y BASURA INTERIOR
U9;FLXR76;04-12-2024;10:12:42;A. LUCO;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;GRAFITI Y BASURA INTERIOR
U9;FLXR81;04-12-2024;10:15:04;A. LUCO;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;0;BASURA GRAFITI Y SUCIO EN INTERIOR
U9;SHXF44;04-12-2024;10:16:30;A. LUCO;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;SIN OBSERVACIONES 
U9;SHXF18;09-12-2024;12:33:06;PIE ANDINO;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;BASURA EN RAMPLA MINUSVALIDO
U9;SHXF36;09-12-2024;12:36:11;PIE ANDINO;0;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;CABINA DE PASAJEROS CON BASURA. PUERTO USB NO CARGA
U9;SHCY61;09-12-2024;12:38:26;PIE ANDINO;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;BASURA INTERIOR, SUCIEDAD PASILLO
U9;SHXF22;09-12-2024;12:43:22;PIE ANDINO;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;CABINA DE PASAJERO SUCIA
U9;SHCY42;09-12-2024;12:44:22;PIE ANDINO;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;BUS SUCIO, BASURA EN RAMPLA  MINUSVALIDO
U9;SPZX93;09-12-2024;12:45:59;PIE ANDINO;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;CABINA DE PASAJEROS SUCIA Y CON BASURA
U9;SPZY60;09-12-2024;12:48:11;PIE ANDINO;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;0;PASILLO SUCIO, GRAFITI INTERIOR, BASURA EN BUS
U9;SPZX69;09-12-2024;12:48:53;PIE ANDINO;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;0;CABINA DE PASAJEROS SUCIA, BASURA Y GRAFITI
U9;SJPC31;11-12-2024;10:09:36;A. LUCO;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;BUS SUCIO INTERIOR
U9;SHXF42;11-12-2024;10:10:31;A. LUCO;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;CABINA DE PASAJEROS SUCIA
U9;FLXR82;11-12-2024;10:15:56;A. LUCO;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;PASILLO SUCIO
U9;SHCW75;11-12-2024;10:15:57;A. LUCO;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;CABINA DE PASAJEROS SUCIA
U9;FLXR86;11-12-2024;10:18:16;A. LUCO;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;BUS PRESENTA BASURA Y SUCIEDAD
U9;SHXG90;11-12-2024;10:19:30;A. LUCO;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;CABINA DE PASAJEROS SUCIA
U9;SHCW76;11-12-2024;10:20:29;A. LUCO;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;PASILLO SUCIO
U9;SHXD90;11-12-2024;10:22:11;A. LUCO;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;SIN OBSERVACION
U9;FLXR85;11-12-2024;10:26:37;A. LUCO;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;CABINA DE PASAJEROS SUCIA
U9;SHXD89;12-12-2024;11:03:58;PIE ANDINO;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;A18-C4-A.BUS CON GRAFITI.
U9;SHCY65;12-12-2024;11:08:15;PIE ANDINO;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
U9;SPZY23;12-12-2024;11:11:49;PIE ANDINO;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
U9;SHCY63;12-12-2024;11:14:43;PIE ANDINO;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
U9;SPZY69;12-12-2024;11:20:47;PIE ANDINO;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
U9;SPZY67;12-12-2024;11:21:46;PIE ANDINO;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
